rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
15,hcxyz,1,0.42235643383945026,0.42235643383945026,False,233.56719346443813,101304,14015.091247797012,7.228208379729504,87133,0.8601141119797836
15,hcxyz,2,-0.31624011935355434,-0.31624011935355434,False,234.8760959982872,114556,14098.552415847778,8.125373202941805,95213,0.8311480847794965
15,hcxyz,3,0.31892395446468114,0.31892395446468114,False,233.40102869272232,102254,14005.123979330063,7.301184919956084,82380,0.8056408551254719
15,hcxyz,4,0.3364802839859046,0.3364802839859046,False,233.27865918080013,107571,13997.721831321716,7.684893391672919,80427,0.7476643333240371
15,hcxyz,5,0.011701222758494894,0.011701222758494894,False,233.67135144074757,127068,14024.463054656982,9.060453830195348,103968,0.8182075738974407
15,hcxyz,6,0.19529237235668248,0.19529237235668248,False,233.8304339726766,126460,14030.778146982193,9.013042518044491,88193,0.6973983868416891
15,hcxyz,7,0.41238875247864903,0.41238875247864903,False,233.3276792685191,125942,14001.39191699028,8.994962839885444,109103,0.8662955963856378
15,hcxyz,8,0.4292156969100162,0.4292156969100162,False,233.42996826966603,115693,14010.559373378754,8.257557526206018,87469,0.7560440130344964
15,hcxyz,9,0.31434550860847277,0.31434550860847277,False,233.2135556658109,105690,13997.850111484528,7.550445186813845,80849,0.7649635727126503
15,hcxyz,10,0.3456841089497461,0.3456841089497461,False,233.19721773465474,101798,13997.325216770172,7.272675202119044,87705,0.8615591661918702
