rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
27,zkasuran,1,0.40951851790452864,0.40951851790452864,False,230.5751608769099,142024,14400.875782489777,9.862177977584457,127102,0.8949332507181885
27,zkasuran,2,0.4206564220305049,0.4206564220305049,False,221.25305068890253,142476,14400.218397855759,9.894016608888041,117037,0.8214506302815913
27,zkasuran,3,0.40610182662526767,0.40610182662526767,False,223.10395820140837,142957,14401.083474874496,9.926822537305364,119518,0.8360416069167652
27,zkasuran,4,0.4262426553571019,0.4262426553571019,False,239.83444362084072,162600,14400.030683517456,11.291642606436596,129955,0.7992312423124232
27,zkasuran,5,0.3299078533726059,0.3299078533726059,False,229.19391550223034,172568,14401.66203546524,11.982505878490798,140752,0.8156320986509665
27,zkasuran,6,0.38225034913141337,0.38225034913141337,False,227.99256515900294,155503,14400.226966619492,10.798649240769914,124818,0.8026726172485418
27,zkasuran,7,0.5523355053369222,0.5523355053369222,False,238.44040165742237,155399,14400.721482992172,10.791056558071235,131523,0.8463567976627906
27,zkasuran,8,0.44107147667140667,0.44107147667140667,False,235.45680286486945,145538,14400.881051778793,10.106187217067749,129994,0.8931962786351331
27,zkasuran,9,0.4238733121467212,0.4238733121467212,False,225.26933787663776,145096,14400.279348373413,10.075915646482882,107906,0.7436869383029167
27,zkasuran,10,0.05043303089420269,0.05043303089420269,False,228.26521596511205,146616,14401.911555051804,10.180315261592552,102759,0.700871664756916
