rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
20,damnit,1,0.272803522506863,0.272803522506863,False,239.9459562420845,145081,14396.764702796936,10.077333553406921,116319,0.8017521246751814
20,damnit,2,0.4708722474909851,0.4708722474909851,False,222.01895782152812,139693,14397.266810178757,9.702744405711654,101193,0.724395639008397
20,damnit,3,0.2210188195046856,0.2210188195046856,False,239.95131242275238,147085,14397.08466720581,10.216304439400528,110546,0.7515790189346296
20,damnit,4,0.20996875213868238,0.20996875213868238,False,239.76039667129515,161749,14397.767548322678,11.23431111504808,107922,0.6672189627138344
20,damnit,5,0.47735004122524644,0.47735004122524644,False,229.67716409365337,174097,14396.957016944885,12.092624836977137,158345,0.9095217034182094
20,damnit,6,0.194480392600655,0.194480392600655,False,239.95645347833633,162745,14397.393458127975,11.303782207057981,152630,0.9378475529202126
20,damnit,7,0.47727882436012153,0.47727882436012153,False,239.95191597541174,160705,14397.121226549149,11.162300953863639,139464,0.8678261410659283
20,damnit,8,0.21161115330275007,0.21161115330275007,False,231.0002329468727,148933,14397.073662757874,10.344671666524675,111913,0.751431851906562
20,damnit,9,0.4735220222053619,0.4735220222053619,False,239.39664626518885,149977,14397.549748659134,10.416841936175118,115326,0.7689579068790547
20,damnit,10,0.2084791006740427,0.2084791006740427,False,238.43389032284418,148741,14397.364389657974,10.331127001747957,135019,0.9077456787301417
