rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
25,loveisp,1,0.6656921758759025,0.6656921758759025,False,235.49715842405956,126725,14400.202933549881,8.800223204129544,99692,0.786679818504636
25,loveisp,2,0.40589503493415835,0.40589503493415835,False,233.01040362119676,126868,14400.124903917313,8.81020135912069,93356,0.7358514361383485
25,loveisp,3,0.27796243622006045,0.27796243622006045,False,238.4598414460818,125444,14400.107260227203,8.711324001486691,98621,0.7861755046076336
25,loveisp,4,0.3206256294407176,0.3206256294407176,False,204.19677225748697,132100,14400.278198957443,9.173433886128938,108128,0.8185314155942468
25,loveisp,5,0.4215326930306121,0.4215326930306121,False,205.78442993164063,140520,14400.11688876152,9.758254122900068,114459,0.8145388556789069
25,loveisp,6,0.14453899510004906,0.14453899510004906,False,193.67704172134398,140133,14400.219990491867,9.731309666972212,115191,0.8220119457943525
25,loveisp,7,0.4145703530600494,0.4145703530600494,False,224.86687563657762,138617,14400.025548934937,9.626163476512199,109685,0.7912810117085206
25,loveisp,8,0.21021925923852217,0.21021925923852217,False,207.0670716802279,128492,14400.4439098835,8.922780492329942,106454,0.8284873766460169
25,loveisp,9,0.3464459588206292,0.3464459588206292,False,164.34900960127513,128512,14400.348870277405,8.924228236251361,98635,0.767515874003984
25,loveisp,10,0.4165570683934773,0.4165570683934773,False,144.3077332854271,127229,14400.312811613083,8.835155295890281,95598,0.7513852973771703
