rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
31,s_boehler,1,0.5661247293234736,0.5661247293234736,False,143.90449577967325,56400,14400.21377491951,3.9166085227311322,53124,0.9419148936170213
31,s_boehler,2,3.757507436205003,3.757507436205003,False,218.6419815103213,54904,14400.195463895798,3.81272602428595,42203,0.7686689494390209
31,s_boehler,3,0.7913382690766924,0.7913382690766924,False,86.65162532726923,55382,14400.075117588043,3.845952159815974,53556,0.9670289985916002
31,s_boehler,4,0.5237689313945006,0.5237689313945006,False,59.109093030293785,57835,14400.027302742004,4.016311829421827,40691,0.7035705022910003
31,s_boehler,5,0.4323418046996501,0.4323418046996501,False,232.74585732618968,54160,14400.252470254898,3.7610451699977254,44356,0.8189807976366322
31,s_boehler,6,0.4463424417342667,0.4463424417342667,False,181.19851597150168,58253,14400.235646724701,4.045281023803906,52844,0.9071464130602716
31,s_boehler,7,0.921810198501089,0.921810198501089,False,107.68332895437877,55458,14400.256040096283,3.851181523827211,53930,0.9724476180172382
31,s_boehler,8,0.4479211811235514,0.4479211811235514,False,235.27175114154815,54759,14400.080191373825,3.8026871567564355,43750,0.7989554228528644
31,s_boehler,9,0.52106317193189,0.52106317193189,False,148.04001154502234,58841,14400.118869304657,4.086146825178345,55425,0.9419452422630479
31,s_boehler,10,0.4501555712367788,0.4501555712367788,False,234.42770120302836,58339,14400.191230535507,4.0512656440487085,35040,0.6006273676271447
