rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
29,littlestronomer,1,0.5576800191202109,0.5576800191202109,False,237.98258061011632,141835,14400.117009162903,9.849572743731827,78102,0.5506539288610005
29,littlestronomer,2,0.35513418458010265,0.35513418458010265,False,239.12617504994074,142940,14400.634985208511,9.925951192209205,123369,0.8630824122009234
29,littlestronomer,3,0.4151229192975711,0.4151229192975711,False,239.3442893385887,141988,14400.349064826965,9.860038764394085,91722,0.6459841676761416
29,littlestronomer,4,0.44815668479977244,0.44815668479977244,False,239.2567811369896,161524,14400.190977334976,11.216795683767593,104131,0.6446781902379832
29,littlestronomer,5,0.639659878501125,0.639659878501125,False,239.7383339246114,169290,14400.239208936691,11.756054711573109,129702,0.7661527556264398
29,littlestronomer,6,0.4399402950560698,0.4399402950560698,False,238.32422134081523,157033,14401.160719394684,10.904190506569146,73382,0.467303050951074
29,littlestronomer,7,0.36956420390354816,0.36956420390354816,False,220.95174628098806,156183,14400.136263370514,10.845939034429914,122278,0.7829149139150868
29,littlestronomer,8,0.15101895458711778,0.15101895458711778,False,238.95844765901566,145252,14401.531340122223,10.085871881924973,115067,0.7921887478313552
29,littlestronomer,9,0.4224171067512883,0.4224171067512883,False,237.3644588470459,147513,14401.503912687302,10.242888582632359,106751,0.7236718119758937
29,littlestronomer,10,0.32835399110815217,0.32835399110815217,False,230.55483938852947,145864,14400.247057199478,10.129270659080431,130065,0.8916867767235233
