rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
8,jagarwal,1,0.16175051129814358,0.16175051129814358,False,16.908449264367423,130648,14400.0355656147,9.072755369574878,110348,0.8446206600942991
8,jagarwal,2,0.3512442935949652,0.3512442935949652,False,57.75805494387944,130656,14400.081040382385,9.073282270676062,94851,0.7259597722263041
8,jagarwal,3,0.4152420408455968,0.4152420408455968,False,215.40502551396688,130960,14400.580526828766,9.09407782248897,96956,0.74034819792303
8,jagarwal,4,0.43747633988004536,0.43747633988004536,False,36.67526191870372,144600,14400.531850337982,10.041295800932952,76826,0.5313001383125865
8,jagarwal,5,0.3564266115388627,0.3564266115388627,False,170.7862791577975,154776,14400.398400783539,10.748035970419991,92992,0.6008166640822866
8,jagarwal,6,-0.23321473666122636,-0.23321473666122636,False,97.9471299846967,144472,14400.543486595154,10.032399133719,131097,0.9074215072816878
8,jagarwal,7,0.44556978934657865,0.44556978934657865,False,78.39710145791372,148256,14400.189697504044,10.295419929481687,103155,0.6957897150874164
8,jagarwal,8,0.44118591183199307,0.44118591183199307,False,100.29309840599696,132544,14400.219564437866,9.204304101537778,106953,0.8069244929985514
8,jagarwal,9,-0.40989181294176597,-0.40989181294176597,False,15.282633336385091,134776,14400.839008808136,9.358899152859465,101965,0.7565516115628895
8,jagarwal,10,-0.3554985084870762,-0.3554985084870762,False,22.539880287647247,133336,14400.71932387352,9.258981930087028,125524,0.9414111717765644
