rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
9,bamba,1,0.432759140442952,0.432759140442952,False,59.990635772546135,138208,14400.231063604355,9.597623773504004,96386,0.6973981245658717
9,bamba,2,0.15746906437559843,0.15746906437559843,False,59.44919849236806,137832,14400.826837062836,9.571117100392268,85090,0.6173457542515526
9,bamba,3,0.43117488550092375,0.43117488550092375,False,42.3508531053861,135792,14400.72601222992,9.429524586793587,96529,0.7108592553316837
9,bamba,4,0.45265777212869507,0.45265777212869507,False,59.186931637922925,147928,14400.446544647217,10.272459228355405,107195,0.7246430696014278
9,bamba,5,0.4601701176461265,0.4601701176461265,False,59.185887257258095,132408,14400.514985322952,9.1946711721734,82418,0.6224548365657664
9,bamba,6,0.4784266062989565,0.4784266062989565,False,184.74949482282003,145208,14400.295981645584,10.083681626063804,104008,0.7162690760839623
9,bamba,7,0.2737250061346232,0.2737250061346232,False,183.6407317916552,136856,14400.138664245605,9.503797372437983,86172,0.62965452738645
9,bamba,8,0.18264341811724222,0.18264341811724222,False,58.9219758828481,145096,14400.053825378418,10.076073448023173,87102,0.600306004300601
9,bamba,9,0.14588982313556428,0.14588982313556428,False,59.61010750134786,144032,14400.176737070084,10.002099462378217,111031,0.7708773050433237
9,bamba,10,0.49622202517457775,0.49622202517457775,False,62.64034044742584,142592,14400.188604354858,9.902092529321303,97240,0.6819456912028725
