rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
4,lodev,1,0.15522231558106592,0.15522231558106592,False,71.10159748792648,142765,14400.635432720184,9.913798642219543,130639,0.9150632157741744
4,lodev,2,-0.32479931001308787,-0.32479931001308787,False,239.42920961380005,143370,14400.517628192902,9.955892121496696,133096,0.9283392620492432
4,lodev,3,0.05798549165820035,0.05798549165820035,False,143.34256722132366,144596,14400.725087165833,10.040883297526898,135747,0.9388019032338377
4,lodev,4,0.007324003851777327,0.007324003851777327,False,60.41650147040685,159153,14400.303897619247,11.052058424010914,145979,0.9172243061707916
4,lodev,5,0.16082775222528856,0.16082775222528856,False,97.11350544691086,169164,14400.328202724457,11.747232258775545,145451,0.8598224208460429
4,lodev,6,0.16657899909280474,0.16657899909280474,False,83.76649089654286,158383,14400.981592655182,10.998069748299576,144658,0.9133429724149688
4,lodev,7,0.18582999377124473,0.18582999377124473,False,165.32488046089807,159835,14400.104621648788,11.09957213503211,150211,0.9397879062783495
4,lodev,8,-0.21615636718961212,-0.21615636718961212,False,136.12002804279328,145913,14400.429174900055,10.132545233743889,134046,0.9186707147409758
4,lodev,9,0.081831449436017,0.081831449436017,False,86.27496789296468,147508,14400.49610209465,10.243258215148849,138731,0.9404981424736285
4,lodev,10,0.09591194123163459,0.09591194123163459,False,16.84463620185852,145979,14400.826701402664,10.136848600905767,137103,0.9391967337767761
