rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
39,jiabao,1,2.3146201373138795,2.3146201373138795,False,157.61080197890598,165990,14401.204461336136,11.526119252430886,90546,0.5454906922103742
39,jiabao,2,2.6916849032848793,2.6916849032848793,False,221.26015998919806,161700,14400.310681819916,11.228924401203566,85049,0.5259678416821274
39,jiabao,3,2.716362540518603,2.716362540518603,False,15.845491683483123,162045,14400.798310279846,11.252501181432839,90859,0.5607022740596748
39,jiabao,4,2.5561939290999924,2.5561939290999924,False,143.8827349583308,174420,14400.197076797485,12.112334231941631,97878,0.5611627106983144
39,jiabao,5,2.8194856595645583,2.8194856595645583,False,51.199906794230145,159075,14400.399723768234,11.046568362782498,83146,0.5226842684268427
39,jiabao,6,2.3360813935734113,2.3360813935734113,False,180.07664609352747,169995,14401.028629779816,11.804365116563146,91930,0.5407806111944469
39,jiabao,7,3.0198033142925524,3.0198033142925524,False,99.04271211624146,161415,14400.409260034561,11.209056429248498,86263,0.5344174952761516
39,jiabao,8,2.846870424585036,2.846870424585036,False,37.14842518568039,173250,14400.426222324371,12.030893900308163,89143,0.5145339105339105
39,jiabao,9,2.4164375011014845,2.4164375011014845,False,47.2571333527565,173460,14400.873988628387,12.045102272054615,97222,0.5604865675083592
39,jiabao,10,2.3087604369255716,2.3087604369255716,False,229.05605473121008,170655,14400.81928062439,11.850367446080522,92012,0.5391696698016466
