rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
34,romainm,1,0.5094342260545679,0.5094342260545679,False,129.81562013626097,125292,14400.252261161804,8.700680913619738,74016,0.5907480126424672
34,romainm,2,0.4563445785773423,0.4563445785773423,False,106.5353294412295,125760,14400.201296806335,8.733211252254574,64465,0.5126033715012722
34,romainm,3,0.43042670777835407,0.43042670777835407,False,206.42938333352407,125584,14400.051124334335,8.721080148651577,85763,0.6829134284622245
34,romainm,4,0.5557958862274582,0.5557958862274582,False,178.44809391101202,132432,14400.409484863281,9.196405153562015,100446,0.7584722725625227
34,romainm,5,0.41203701208457183,0.41203701208457183,False,70.36134836276372,140196,14400.23688864708,9.735673175663404,93437,0.6664740791463379
34,romainm,6,0.4233694527638069,0.4233694527638069,False,117.51323144833246,138656,14400.22924542427,9.628735601140411,87409,0.6304018578352181
34,romainm,7,0.4253342396301236,0.4253342396301236,False,138.33837836186092,139432,14400.060211658478,9.6827372907173,89152,0.63939411325951
34,romainm,8,0.4601063000529653,0.4601063000529653,False,67.64476128021876,126340,14400.20053267479,8.773488932555356,85071,0.6733496913091658
34,romainm,9,0.43860840809334095,0.43860840809334095,False,199.99131296475727,128300,14400.433379173279,8.909454085288482,78035,0.6082229150428683
34,romainm,10,0.4941789874028568,0.4941789874028568,False,40.566064496835075,126800,14400.4214990139,8.805297817753662,84538,0.6667034700315457
