rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
2,danilolapegna,1,-0.4099087288175211,-0.4099087288175211,False,222.08379292090734,130861,13326.469243049622,9.819630212124652,113449,0.8669427866209184
2,danilolapegna,2,-0.24421662092031043,-0.24421662092031043,False,222.02784107526142,131677,13326.378081083298,9.880929326694895,112314,0.8529507810779408
2,danilolapegna,3,0.17853530848648377,0.17853530848648377,False,222.10800930261613,132193,13327.663709163666,9.918692644466143,107167,0.8106858910834915
2,danilolapegna,4,0.037772576039134434,0.037772576039134434,False,221.89647452433903,146077,13322.877055883408,10.964373489845583,118761,0.8130027314361604
2,danilolapegna,5,0.2254751675186282,0.2254751675186282,False,221.9735039313634,155209,13318.989401578903,11.65321146524831,125071,0.8058231159275557
2,danilolapegna,6,-0.355338047915194,-0.355338047915194,False,221.64821133216222,139573,13318.863676071167,10.479347442436742,110256,0.7899522113875893
2,danilolapegna,7,0.19224350626623513,0.19224350626623513,False,221.64219786326092,147565,13319.285303592682,11.079047909589901,124013,0.8403957578016468
2,danilolapegna,8,-0.06352411201833821,-0.06352411201833821,False,222.076555844148,134437,13325.752385139465,10.088511035963768,115077,0.8559920260047457
2,danilolapegna,9,-0.3292792585093949,-0.3292792585093949,False,222.06611042817434,135589,13324.300402402878,10.176068979617733,108362,0.799194624932701
2,danilolapegna,10,-0.37155582437954254,-0.37155582437954254,False,222.06636344591777,134761,13325.138975143433,10.113290394297701,120198,0.8919346101616936
