rank,participant_id,elapsed_minutes,runs_with_value,mean_best_feasible_loss,std_best_feasible_loss,sem_best_feasible_loss,median_best_feasible_loss,minimum_best_feasible_loss,maximum_best_feasible_loss,exact_run_count,sampled_upper_bound_run_count,missing_run_count
1,actuwien,15,10,0.35987628288567064,0.1721553384256777,0.05444029807822476,0.39042502641677856,-0.05893240496516228,0.5638064742088318,0,10,0
1,actuwien,30,10,0.28121106177568433,0.20365480782991874,0.06440130491864363,0.2714557498693466,-0.1708330661058426,0.5504538416862488,0,10,0
1,actuwien,60,10,0.08018676317296922,0.17081120577945985,0.05401524601428098,0.13576671481132507,-0.27169516682624817,0.2961964011192322,0,10,0
1,actuwien,120,10,-0.0235592782497406,0.18262192838666674,0.057750124439402584,-0.014305654913187027,-0.29963937401771545,0.20631840825080872,0,10,0
1,actuwien,180,10,-0.16097798347473144,0.1778604355764512,0.05624440820512289,-0.21577534824609756,-0.32959213852882385,0.15483102202415466,0,10,0
1,actuwien,240,10,-0.2107613631293821,0.20361116898490572,0.06438750510417361,-0.25929989731206515,-0.4403254571359243,0.1486360396067641,10,0,0
2,danilolapegna,15,10,0.29936857968568803,0.19656588619273507,0.06215959106584862,0.3186722844839096,-0.1420924961566925,0.5475172400474548,0,10,0
2,danilolapegna,30,10,0.23185179065912961,0.23071035133780343,0.07295701900051337,0.29424533247947693,-0.2692198157310486,0.5351496934890747,0,10,0
2,danilolapegna,60,10,0.12026831582188606,0.24094885546217218,0.07619471828711669,0.11912880465388298,-0.30750203132629395,0.5262852907180786,0,10,0
2,danilolapegna,120,10,0.0501990046352148,0.22473771085059638,0.07106830424202217,0.06530939415097237,-0.3408547341823578,0.36588922142982483,0,10,0
2,danilolapegna,180,10,0.02769203931093216,0.2384744095238241,0.07541222977590342,0.06202405504882336,-0.36088109016418457,0.3188025653362274,0,10,0
2,danilolapegna,240,10,-0.11397960342498197,0.25725704104179364,0.08135181938074838,-0.15387036646932434,-0.4099087288175211,0.2254751675186282,10,0,0
3,mhtaylor,15,10,0.3088695675134659,0.10202727236187718,0.03226385641178789,0.3086661696434021,0.13919243216514587,0.44077181816101074,0,10,0
3,mhtaylor,30,10,0.21754512637853624,0.14672406937243812,0.04639822467854566,0.22540462762117386,-0.07325369864702225,0.42578840255737305,0,10,0
3,mhtaylor,60,10,0.17193286791443824,0.17071711629930017,0.0539854923081644,0.20814480632543564,-0.15386566519737244,0.4250471591949463,0,10,0
3,mhtaylor,120,10,0.12089936286211014,0.17317981744009348,0.05476426678828458,0.13508830964565277,-0.15403243899345398,0.4210608899593353,0,10,0
3,mhtaylor,180,10,0.0465602712081721,0.17690122337595302,0.055941078673823245,-0.013433760341467864,-0.16972460412008025,0.42044544219970703,2,8,0
3,mhtaylor,240,10,-0.01719680650109174,0.13375874292333884,0.04229822845986797,-0.05190992749533581,-0.19670735399776415,0.19443353760366633,10,0,0
4,lodev,15,10,0.3169535771012306,0.14424703870015285,0.0456149188026937,0.34632425010204315,0.09945142269134521,0.47858962416648865,0,10,0
4,lodev,30,10,0.2509705009610798,0.1396738885369285,0.04416876174291772,0.20997536927461624,0.0510445199906826,0.43673139810562134,1,9,0
4,lodev,60,10,0.20155453297509215,0.15506662931502993,0.04903637377205303,0.17066690325737,-0.08882370591163635,0.41932356357574463,1,9,0
4,lodev,120,10,0.12646539661678863,0.16863223649471856,0.05332619542514794,0.12556712840635026,-0.2082625776529312,0.39669108390808105,6,4,0
4,lodev,180,10,0.10375043306788526,0.144414583293519,0.04566790105516207,0.12556712840635026,-0.21615636718961212,0.3421487510204315,9,1,0
4,lodev,240,10,0.037055626964533316,0.17321768561587925,0.05477624175691645,0.0888716953338258,-0.32479931001308787,0.18582999377124473,10,0,0
5,ibarapascal,15,10,0.45948387682437897,0.13744177842143152,0.043462906547590524,0.47445133328437805,0.23697057366371155,0.6937196850776672,0,10,0
5,ibarapascal,30,10,0.39092237055301665,0.09983129883210867,0.03156942860823708,0.432516872882843,0.21514557301998138,0.5107651948928833,0,10,0
5,ibarapascal,60,10,0.32035206723958254,0.13247921494416615,0.04189360618545815,0.3466658443212509,0.013311507180333138,0.43353965878486633,0,10,0
5,ibarapascal,120,10,0.20918698734603822,0.204031462588985,0.06452041361166276,0.28468644618988037,-0.20474421977996826,0.42078858613967896,0,10,0
5,ibarapascal,180,10,0.13713208142560646,0.2866511789655193,0.09064706195035896,0.23724506795406342,-0.35398438572883606,0.4177459180355072,1,9,0
5,ibarapascal,240,10,0.08830965538941919,0.29365339557966763,0.09286135726741708,0.16063721488953447,-0.3665683261825978,0.4164613363052819,10,0,0
6,gabrielekarra,15,10,0.3461077243089676,0.10792385443875302,0.03412851938909326,0.3356730192899704,0.20587508380413055,0.5012719035148621,0,10,0
6,gabrielekarra,30,10,0.30534704075500996,0.11901592845083496,0.03763614117442736,0.2990410178899765,0.16919225141246258,0.46171268820762634,2,8,0
6,gabrielekarra,60,10,0.2853419338438058,0.10999433274034565,0.03478326211699224,0.24353623397577834,0.16919225141246258,0.43278467655181885,3,7,0
6,gabrielekarra,120,10,0.19102800896956534,0.12443629907185197,0.03935021286689487,0.19529769955882026,-0.034091819777147266,0.42201268672943115,7,3,0
6,gabrielekarra,180,10,0.12872645862517215,0.1457494589833998,0.04609002581248327,0.1769562833629863,-0.188363491533853,0.3076477455353338,10,0,0
6,gabrielekarra,240,10,0.12872645862517215,0.1457494589833998,0.04609002581248327,0.1769562833629863,-0.188363491533853,0.3076477455353338,10,0,0
7,giannischalk,15,10,0.5113392323255539,0.09217545506352644,0.029148438236324396,0.49042390286922455,0.4211512804031372,0.726686954498291,0,10,0
7,giannischalk,30,10,0.4301950931549072,0.04329529739353108,0.013691175173790959,0.4279882162809372,0.3577706813812256,0.49467819929122925,0,10,0
7,giannischalk,60,10,0.33290027379989623,0.11786390255310182,0.03727183859839367,0.37014783918857574,0.08302310109138489,0.4558638036251068,0,10,0
7,giannischalk,120,10,0.19327290636057365,0.10803502559122652,0.034163674794285476,0.16470593214035034,0.033269630332901305,0.3552529811859131,2,8,0
7,giannischalk,180,10,0.1539559924831131,0.1481463799856269,0.04684799878633639,0.1590486690402031,-0.13566179762857636,0.32223743200302124,4,6,0
7,giannischalk,240,10,0.1493147296734452,0.14631016661692714,0.04626733713482221,0.15392623336697417,-0.13566179762857636,0.31948627909805105,10,0,0
8,jagarwal,15,10,1.287552674114704,1.7418765607354458,0.5508297334784629,0.5289181768894196,-0.2903067171573639,4.358458518981934,0,10,0
8,jagarwal,30,10,0.5408494294836418,0.8625734783304129,0.27276968407779983,0.4948408156633377,-0.40989181294176597,2.1355888843536377,3,7,0
8,jagarwal,60,10,0.40351597339335293,0.7002232384961645,0.2214300304227176,0.39436031673750527,-0.40989181294176597,1.7437629699707031,5,5,0
8,jagarwal,120,10,0.18154783473766564,0.3700916916250514,0.11703326886398249,0.39436031673750527,-0.40989181294176597,0.5223705768585205,8,2,0
8,jagarwal,180,10,0.1624015160035896,0.3543677098423315,0.11206090923194352,0.35383545256691395,-0.40989181294176597,0.44556978934657865,9,1,0
8,jagarwal,240,10,0.16102904402461168,0.35324538662923455,0.11170599946951702,0.35383545256691395,-0.40989181294176597,0.44556978934657865,10,0,0
9,gun-py,15,10,0.5065610282123089,0.49257692114728513,0.1557664993658581,0.4160272032022476,-0.08241129666566849,1.583833932876587,0,10,0
9,gun-py,30,10,0.40619491413235664,0.4188429838312491,0.13244978108878247,0.4076690524816513,-0.14583024382591248,1.2860438823699951,0,10,0
9,gun-py,60,10,0.3441412132233381,0.36480844572176635,0.11536255981466904,0.39279186725616455,-0.17045144736766815,1.0763108730316162,0,10,0
9,gun-py,120,10,0.2519917619181797,0.3741768744088648,0.11832511708947825,0.32429447770118713,-0.22903980314731598,0.9494770765304565,0,10,0
9,gun-py,180,10,0.2118144968524575,0.37214594675401685,0.11768288137424386,0.30181607604026794,-0.2334885448217392,0.9327145218849182,0,10,0
9,gun-py,240,10,0.16787539901354806,0.4020441347408871,0.12713751856928332,0.2607521872346313,-0.3814806140168781,0.9182660176691504,10,0,0
10,s_boehler,15,10,0.459014081209898,0.2538052909852319,0.08026028017151338,0.45910173654556274,-0.08404786139726639,0.7880178689956665,0,10,0
10,s_boehler,30,10,0.42383174449205396,0.24338869779805886,0.07696626417842743,0.4468720555305481,-0.12631110846996307,0.7399256229400635,0,10,0
10,s_boehler,60,10,0.3648543834686279,0.22655261346442718,0.071642226841132,0.4279667139053345,-0.1994035392999649,0.6569555997848511,0,10,0
