rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
15,mindsculptor,1,1.0016079656639372,1.0016079656639372,False,169.5186161875725,54156,14400.012465000153,3.760830077864757,26449,0.4883854051259325
15,mindsculptor,2,0.3388454864950966,0.3388454864950966,False,113.8979543964068,53559,14400.253685235977,3.7193094768123403,41002,0.7655482738662036
15,mindsculptor,3,0.23936165237133275,0.23936165237133275,False,239.87916455666223,53666,14400.087831020355,3.7267828245042973,36268,0.6758096373867999
15,mindsculptor,4,0.2809610747188232,0.2809610747188232,False,235.00980947415033,56168,14400.136761426926,3.9005185110779634,42119,0.7498753738783649
15,mindsculptor,5,0.2515275065369806,0.2515275065369806,False,239.6706286986669,52425,14400.075904369354,3.6406058098688843,39747,0.7581688125894135
15,mindsculptor,6,0.42589308574012286,0.42589308574012286,False,239.74627468585967,56526,14400.208874940872,3.925359728522139,44033,0.7789866610055549
15,mindsculptor,7,0.5803758064854359,0.5803758064854359,False,239.5460922320684,53526,14400.037466526031,3.7170736620946445,37158,0.6942046855733662
15,mindsculptor,8,0.4014031802971783,0.4014031802971783,False,136.52977178891499,53282,14400.184686899185,3.7000914334435038,41419,0.7773544536616493
15,mindsculptor,9,0.5207772177546558,0.5207772177546558,False,108.51974729299545,57088,14400.010775327682,3.964441477905833,41073,0.7194681894618834
15,mindsculptor,10,0.4108513649227269,0.4108513649227269,False,237.03220808903376,56065,14400.09177684784,3.893377963752989,43456,0.7751003299741371
