rank,participant_id,elapsed_minutes,runs_with_value,mean_best_feasible_loss,std_best_feasible_loss,sem_best_feasible_loss,median_best_feasible_loss,minimum_best_feasible_loss,maximum_best_feasible_loss,exact_run_count,sampled_upper_bound_run_count,missing_run_count
30,luziyi,15,10,3.011041186782987,1.2208017510378908,0.3860514104801561,3.3773046731948853,0.7929589602676128,4.414466857910156,1,9,0
30,luziyi,30,10,2.4018352195951054,1.0909086118325195,0.34497559324832744,2.7977020740509033,0.7929589602676128,3.490143060684204,1,9,0
30,luziyi,60,10,1.914776031706006,1.0023258617806918,0.31696326809181,2.203654646873474,0.4303421378135681,3.3590502738952637,1,9,0
30,luziyi,120,10,1.3925241898509426,0.9309418228896404,0.2943896529440338,1.281983733177185,0.36640307307243347,3.3590502738952637,2,8,0
30,luziyi,180,10,1.0168483844705134,0.6060442085483585,0.19164800617669003,0.7863544450862753,0.3650634288787842,1.8814897537231445,3,7,0
30,luziyi,240,10,0.8844842246619772,0.5519892194457898,0.17455431773072022,0.6789138893565656,0.36172709362142086,1.7829389972439866,10,0,0
31,s_boehler,15,10,2.3216018617153167,1.2594554708711159,0.39827478995125765,1.97361421585083,0.7376574873924255,4.4817328453063965,0,10,0
31,s_boehler,30,10,1.9013000547885894,1.3472577671424701,0.4260403139522965,1.1184773445129395,0.6196276545524597,3.8159704208374023,0,10,0
31,s_boehler,60,10,1.2013088822132034,1.2364440708876665,0.39099794634157153,0.5737086236476898,0.452522873878479,3.7698755264282227,1,9,0
31,s_boehler,120,10,1.091666888455845,1.1019189997174272,0.3484573836121507,0.5638723969459534,0.4449331760406494,3.768022298812866,3,7,0
31,s_boehler,180,10,0.9229731478015426,1.0114016570606297,0.31983328655801097,0.544946830358987,0.4434090554714203,3.7670273780822754,5,5,0
31,s_boehler,240,10,0.8858373735226897,1.0221701464147714,0.3232385818898473,0.5224160516631953,0.4323418046996501,3.757507436205003,10,0,0
