rank,participant_id,mean_feasible_loss,score_std,score_sem,score_median,minimum_run_score,maximum_run_score,mean_time_to_best_minutes,mean_evaluation_count,mean_evaluations_per_second,mean_feasible_fraction,failed_runs,fallback_runs
1,jagarwal,0.01967436953382796,0.1985352125763108,0.06278234674868478,0.059916472477745196,-0.2614739033502797,0.38347244544922093,79.37543571154276,140135.2,9.731270914730448,0.7088858685475271,0,0
2,giannischalk,0.07087095338847518,0.15234493997905385,0.04817570003354546,0.12395950246021109,-0.2116421266200587,0.2722177800577272,200.70699142376583,139852.6,9.711502043493564,0.7914975985547317,0,0
3,seament,0.17141276882260076,0.17537962844493027,0.05545990810800338,0.1877080272180357,-0.11589343577451251,0.3592384196007179,207.51446443478267,59393.3,4.388760281358102,0.6284755146373863,0,0
4,bohanlyu,0.17975922514318146,0.19371485077201275,0.061258014503918726,0.1637137717584226,-0.12547446378990584,0.4177483991549748,237.13781206051507,140144.0,9.731666566032647,0.8366354030959021,0,0
5,rishivg,0.21520292622682727,0.1304403494825962,0.041248860315337,0.18721501078311337,-0.015279108129510933,0.3775388389377837,221.04679629325864,139276.8,9.671736229279853,0.6972075259061503,0,0
6,chengwei_chu,0.2622609883790155,0.18371213837816636,0.05809487910950374,0.30915445956817056,-0.1544389855788297,0.43511169500625785,238.81443816184998,154868.2,10.754313548818931,0.911380514674131,0,0
7,littlestronomer,0.2925060060924565,0.15180332629519985,0.048004426748256154,0.32553487964629835,0.0027084166928728805,0.4472216396100236,228.99888595263164,154730.5,10.744440421902922,0.8745849411923718,0,0
8,jan_vandelden,0.33013045865750174,0.20199835761609966,0.06387748936800951,0.3920175792954722,-0.2291539580382926,0.47962155514001603,187.14081477165223,133534.4,9.27310980590968,0.8027137004362193,0,0
9,bamba,0.35111378589552594,0.14396434924646612,0.045525524548277824,0.43196701297193785,0.14588982313556428,0.49622202517457775,82.97261567115784,140595.2,9.763314029944315,0.6771753644333511,0,0
10,campi,0.3652111764391545,0.28884860173953514,0.09134194804518052,0.32282485476301376,-0.09385732030466276,0.7840607356064925,196.08905198256176,56145.0,3.8989303933871446,0.7980437189599927,0,0
11,anasjn,0.3659909435974281,0.099819031279196,0.031565549267385015,0.3921831397635024,0.18788093950213447,0.5394643487128257,71.74070637861888,56409.2,3.917266322892722,0.16537060111834043,0,0
12,matin,0.42949061279381323,0.12612160202348724,0.039883152454352075,0.4438038160106049,0.20503266352847463,0.6249232320208379,195.8731169084708,132782.0,9.220847569785025,0.9158256938567959,0,0
13,exirifard,0.4356865667803834,0.18568712787113184,0.05871942562477094,0.4342723436510441,0.17367534498649653,0.741134925386832,227.06209131638207,140828.8,9.779475744760266,0.6047202189672671,0,0
14,alirezaafshan,0.4442932589224721,0.16128179316623206,0.051001781152147284,0.43945203771646846,0.18553667179964997,0.7781541672950968,214.6556171409289,139048.0,9.657194751756537,0.6465280107049229,0,0
15,mindsculptor,0.44516043409862904,0.2248972944324324,0.07111876900159914,0.4061272726099526,0.23936165237133275,1.0016079656639372,195.9350267402331,54646.1,3.7948390965847354,0.7182901822523305,0,0
16,romainm,0.45994519758505115,0.048034694684215604,0.01518990419129038,0.4485482399771382,0.40258968781411214,0.5334676613819008,130.42988791505496,133799.6,9.29146931586648,0.6441740878054445,0,0
17,aekovalenko,0.47205683422592226,0.0648492983911802,0.020507148758002237,0.45676714401623314,0.39896411070297105,0.6134371127457338,204.22850462198258,146650.0,10.1837656889327,0.7029965388868507,0,0
18,bgkang,0.5006187000401952,0.10370348205885223,0.03279392045963807,0.4766483539821612,0.36669632539312813,0.6403701993342357,226.46494912306466,56336.9,3.912239093391645,0.8464334416792776,0,0
19,dvolovenko,0.552775091046579,0.21196359353545496,0.06702877366061799,0.5040377668279996,0.23990300635985962,0.9812259987939002,189.17094830870627,56238.6,3.9054266949561183,0.8802888064428117,0,0
20,angel,0.5601590506660379,0.23025601847788982,0.07281334633519485,0.47663422162914093,0.16883591226965233,0.9238272172596075,219.36924653569858,56249.6,3.90618932274946,0.7002397255321243,0,0
21,jannatsamadov,0.5687639006291902,0.2713535056393408,0.08580951288916618,0.4671249663130109,0.3132273019375542,1.097983298669102,156.12547705451647,56437.2,3.9192179927921122,0.7959179328161338,0,0
