rank,participant_id,mean_feasible_loss,score_std,score_sem,score_median,minimum_run_score,maximum_run_score,mean_time_to_best_minutes,mean_evaluation_count,mean_evaluations_per_second,mean_feasible_fraction,failed_runs,fallback_runs
22,aniketnegi,0.5693856548998084,0.27775721985005136,0.08783454512822945,0.49240100581693136,0.17547698852390642,1.1938648564417664,185.6916968858242,56164.5,3.9002801380308227,0.8525987469694462,0,0
23,hocayi,0.5752075426526408,0.2948914116619675,0.09325285232741568,0.4726216918009858,0.3188122358184475,1.3562881138303176,179.3496551167965,56368.7,3.9144606385284497,0.8160124728459202,0,0
24,nya-a-cat,0.617681998780953,0.4387430329065222,0.13874272915148153,0.4234702770218803,0.14471614872103977,1.7346571928650065,234.70476465026536,142765.9,9.9142135119959,0.6138939088804973,0,0
25,lodev,0.6184402200945565,0.6825226760879827,0.21583262111513662,0.41899817167777154,0.16800138824996871,2.5301773432288175,208.43339716712634,56306.6,3.910153476083701,0.6255174980352042,0,0
26,mnn31,0.6545984333991904,0.45878542701150593,0.14508069066492957,0.44958799071283917,0.1724273373048461,1.5430321967827982,187.5156848180294,57127.8,3.967182376247088,0.6624440700100223,0,0
27,syurenuko,0.728109526732182,1.1486109592089695,0.3632226776531098,0.4148350341611756,0.12151027082764991,3.9788121262639677,237.01523253679275,134310.8,9.326927182271849,0.7704746928523287,0,0
28,carlometta,0.7483886608467593,0.3511350984693831,0.11103866775907542,0.5749680586011587,0.4504452807690318,1.410814592277052,188.6883247156938,56363.4,3.914098993242785,0.7435132250784909,0,0
29,hangglider5,0.792770333426078,0.7816997960793789,0.24719518020999975,0.49559701750136786,0.33793483528998863,2.9605440776218903,201.39447509527207,55806.6,3.8754263979368453,0.664915922204233,0,0
30,luziyi,0.8844842246619772,0.5519892194457898,0.17455431773072022,0.6789138893565656,0.36172709362142086,1.7829389972439866,188.38374108751617,55893.1,3.8814307378629684,0.5941542476642326,0,0
31,s_boehler,0.8858373735226897,1.0221701464147714,0.3232385818898473,0.5224160516631953,0.4323418046996501,3.757507436205003,164.76743617892265,56433.1,3.9189205879867215,0.8421286205395841,0,0
32,martianlantern,0.9425134011753655,1.1022980750359408,0.3485772577532763,0.4902027474535211,0.33306908763500553,3.913440190345051,147.80452414711317,56415.9,3.9177361472516226,0.7326099293549315,0,0
33,nityawav,0.9767081348443345,1.1148177577232037,0.35253632904070914,0.45511444466060247,0.3163009862226942,3.7150630567549467,162.072472508351,56475.3,3.9218679096647833,0.6816142079398266,0,0
34,cameronspirals,0.9831201948302872,1.280021894265346,0.4047784640761715,0.4776499845799195,0.14632660652186463,4.3460735584800565,204.81503027598063,56135.1,3.898234465216114,0.8465535180961462,0,0
35,pranay,1.0760729860998515,1.150636783185041,0.36386329944340623,0.4745719743335831,0.37650953976492546,3.9415657202573495,181.2482885412375,56818.7,3.947895704754477,0.6197806818027801,0,0
36,thelight,1.1839569807148393,1.0352008990547956,0.32735926768672013,0.8414150057154798,0.35992056458371224,3.7421365100274206,167.05443518082302,56416.9,3.917815734087475,0.739764103354289,0,0
37,gabrielekarra,1.5378020055933797,0.3181723903719354,0.1006149442155544,1.4110073372004106,1.257793733091023,2.1824740767016824,139.5910690108935,55168.9,3.8310869251123982,0.976877265594967,0,0
38,nancy,2.220958392563854,0.9761803553966515,0.308695333016606,1.9356535079967099,1.5215047643135873,4.945954878564394,224.42227714459102,55937.8,3.884530417588615,0.43067501718639234,0,1
39,jiabao,2.6026300240259967,0.25358766155514795,0.08019145970301841,2.623939416192436,2.3087604369255716,3.0198033142925524,118.2380066883564,167200.5,11.610623259404637,0.5405396041391848,0,0
40,pauler,4.052376955730373,0.4249270252035573,0.1343737239003015,4.119344974400447,3.2274390175688064,4.46009907766212,53.96661051034928,51873.1,3.6019863740253717,0.7940107436102474,0,0
41,oneday,4.502442733960555,0.4841373084835945,0.1530976595071718,4.4797660536806045,3.3659541805954407,5.210446703734699,3.762752802769343,1302.3,4.721946886982569,0.5883849043607567,0,0
42,kratos_,4.69383937365864,0.13089914521848223,0.04139394426595429,4.6930899051349035,4.532265891509029,4.972167695008347,150.91254886110625,160539.0,11.38982446041944,0.45189164819345173,0,0
43,nitizkhanal,5.413418720528584,0.2644536153771078,0.0836275760057789,5.325960028859004,5.1126419673265895,5.904559764894231,26.029739027818046,57945.2,4.023942420799987,0.0008476456626014806,0,0
