rank,participant_id,run_number,score_loss,participant_best_feasible_loss,used_random_search_fallback,time_to_best_minutes,evaluation_count,objective_time_seconds,evaluations_per_second,feasible_evaluation_count,feasible_fraction
2,giannischalk,1,0.2722177800577272,0.2722177800577272,False,226.26620568831763,137035,14400.691246509552,9.515862652302514,105512,0.7699638778414274
2,giannischalk,2,0.17718601155828737,0.17718601155828737,False,233.3552124977112,136859,14400.734830617905,9.503612253801057,108695,0.7942115608034547
2,giannischalk,3,0.16888073781670465,0.16888073781670465,False,239.61258036692936,136099,14400.967438936234,9.450684516654482,111556,0.8196680357680806
2,giannischalk,4,0.1562143421893922,0.1562143421893922,False,202.1697928627332,146899,14400.616262435913,10.200882887434954,115674,0.7874389886929114
2,giannischalk,5,-0.2116421266200587,-0.2116421266200587,False,128.74450530608496,132347,14400.831985235214,9.1902329070773,103061,0.778718066899892
2,giannischalk,6,0.09170466273102998,0.09170466273102998,False,230.2649207552274,143651,14400.69451713562,9.975282777442946,109323,0.7610319454789733
2,giannischalk,7,0.18553833137501038,0.18553833137501038,False,146.34991193612416,136579,14401.114119768143,9.483919012385336,111392,0.8155865835889852
2,giannischalk,8,0.023474582028516038,0.023474582028516038,False,184.42097630898158,144379,14400.591423034668,10.025907669948648,114390,0.7922897374271881
2,giannischalk,9,-0.09351819001975116,-0.09351819001975116,False,239.17655593156815,143307,14400.499541759491,9.95152977745176,118242,0.8250957734095333
2,giannischalk,10,-0.06134659723210612,-0.06134659723210612,False,176.70925258398057,141371,14400.476095676422,9.817105980436649,108993,0.7709714156368703
